Strains	Ensifer_adhaerens_AG1206	Ensifer_adhaerens_Casida_A	Ensifer_adhaerens_L18	Ensifer_adhaerens_M78	Ensifer_adhaerens_OV14	Ensifer_adhaerens_SD006	Ensifer_adhaerens_ST2	Ensifer_adhaerens_WJB133_25_10	Ensifer_alkalisoli_YIC4027	Ensifer_aridi_JNVU_TP6	Ensifer_aridi_LEM451	Ensifer_aridi_LEM457	Ensifer_aridi_LMR001	Ensifer_aridi_LMR013	Ensifer_aridi_TW10	Ensifer_glycinis_CCBAU_23380	Ensifer_morelense_Lc04	Ensifer_psoraleae_CCBAU_65732	Ensifer_sesbaniae_CCBAU_65729	Ensifer_shofinae_CCBAU_251167	Ensifer_sojae_CCBAU_05684	Ensifer_sp_1H6	Ensifer_sp_AP48	Ensifer_sp_BR816	Ensifer_sp_LC11	Ensifer_sp_LC13	Ensifer_sp_LC14	Ensifer_sp_LC163	Ensifer_sp_LC384	Ensifer_sp_LC499	Ensifer_sp_LC54	Ensifer_sp_LCM_4579	Ensifer_sp_M14	Ensifer_sp_MMN_5	Ensifer_sp_NM_2	Ensifer_sp_OV372	Ensifer_sp_Root1252	Ensifer_sp_Root127	Ensifer_sp_Root1298	Ensifer_sp_Root1312	Ensifer_sp_Root142	Ensifer_sp_Root231	Ensifer_sp_Root258	Ensifer_sp_Root278	Ensifer_sp_Root31	Ensifer_sp_Root423	Ensifer_sp_Root558	Ensifer_sp_Root74	Ensifer_sp_Root954	Ensifer_sp_T2_8	Ensifer_sp_USDA_6670	Ensifer_sp_WSM1721	Ensifer_sp_YR511	Ensifer_sp_ZNC0028	Sinorhizobium_americanum_CCGM7	Sinorhizobium_americanum_CFNEI_156	Sinorhizobium_americanum_CFNEI_73	Sinorhizobium_americanum_FG01	Sinorhizobium_americanum_NG07B	Sinorhizobium_arboris_LMG_14919	Sinorhizobium_fredii_CCBAU_05557	Sinorhizobium_fredii_CCBAU_25509	Sinorhizobium_fredii_CCBAU_45436	Sinorhizobium_fredii_CCBAU_83622	Sinorhizobium_fredii_CCBAU_83643	Sinorhizobium_fredii_CCBAU_83666	Sinorhizobium_fredii_CCBAU_83753	Sinorhizobium_fredii_GR64	Sinorhizobium_fredii_HH103	Sinorhizobium_fredii_NGR234	Sinorhizobium_fredii_NXT3	Sinorhizobium_fredii_PCH1	Sinorhizobium_fredii_USDA_205	Sinorhizobium_fredii_USDA_257	Sinorhizobium_medicae_DI28	Sinorhizobium_medicae_Str1	Sinorhizobium_medicae_Str10	Sinorhizobium_medicae_Str11	Sinorhizobium_medicae_Str12	Sinorhizobium_medicae_Str13	Sinorhizobium_medicae_Str14	Sinorhizobium_medicae_Str15	Sinorhizobium_medicae_Str16	Sinorhizobium_medicae_Str17	Sinorhizobium_medicae_Str18	Sinorhizobium_medicae_Str3	Sinorhizobium_medicae_Str6	Sinorhizobium_medicae_Str7	Sinorhizobium_medicae_Str8	Sinorhizobium_medicae_Str9	Sinorhizobium_medicae_WSM1115	Sinorhizobium_medicae_WSM1369	Sinorhizobium_medicae_WSM244	Sinorhizobium_medicae_WSM419	Sinorhizobium_meliloti_1021	Sinorhizobium_meliloti_1A42	Sinorhizobium_meliloti_2011	Sinorhizobium_meliloti_4H41	Sinorhizobium_meliloti_5A14	Sinorhizobium_meliloti_A0641M	Sinorhizobium_meliloti_A0643DD	Sinorhizobium_meliloti_AC50a	Sinorhizobium_meliloti_AE608H	Sinorhizobium_meliloti_AK11	Sinorhizobium_meliloti_AK170	Sinorhizobium_meliloti_AK555	Sinorhizobium_meliloti_AK58	Sinorhizobium_meliloti_AK75	Sinorhizobium_meliloti_AK83	Sinorhizobium_meliloti_B399	Sinorhizobium_meliloti_B401	Sinorhizobium_meliloti_BL225C	Sinorhizobium_meliloti_BM806	Sinorhizobium_meliloti_BO21CC	Sinorhizobium_meliloti_C0431A	Sinorhizobium_meliloti_C0438LL	Sinorhizobium_meliloti_CCMM_B554_FSM_MA	Sinorhizobium_meliloti_CCNWSX0020	Sinorhizobium_meliloti_CIAM1775	Sinorhizobium_meliloti_CXM1_105	Sinorhizobium_meliloti_DSM_23914	Sinorhizobium_meliloti_GR4	Sinorhizobium_meliloti_GVPV12	Sinorhizobium_meliloti_H1	Sinorhizobium_meliloti_HM006	Sinorhizobium_meliloti_KH35c	Sinorhizobium_meliloti_KH46	Sinorhizobium_meliloti_L5_30	Sinorhizobium_meliloti_M162	Sinorhizobium_meliloti_M270	Sinorhizobium_meliloti_Mlalz_1	Sinorhizobium_meliloti_MVII_I	Sinorhizobium_meliloti_Rm41	Sinorhizobium_meliloti_RMO17	Sinorhizobium_meliloti_RRl128	Sinorhizobium_meliloti_RU11_011	Sinorhizobium_meliloti_SM11	Sinorhizobium_meliloti_T073	Sinorhizobium_meliloti_USDA1021	Sinorhizobium_meliloti_USDA1106	Sinorhizobium_meliloti_USDA1157	Sinorhizobium_meliloti_WSM1022	Sinorhizobium_meliloti_WSM4191	Sinorhizobium_saheli_LMG_7837	Sinorhizobium_sp_A49	Sinorhizobium_sp_BJ1	Sinorhizobium_sp_CCBAU_05631	Sinorhizobium_sp_FG01	Sinorhizobium_sp_GL2	Sinorhizobium_sp_GL28	Sinorhizobium_sp_GW3	Sinorhizobium_sp_LM21	Sinorhizobium_sp_M4_45	Sinorhizobium_sp_NFACC03	Sinorhizobium_sp_NG07B	Sinorhizobium_sp_PC2	Sinorhizobium_sp_Sb3
Sinorhizobium_meliloti_BM806	80.02	80.13	80.33	80.41	80.48	80.39	80.27	80.10	83.19	86.48	86.38	86.41	86.38	86.45	86.45	84.67	80.41	84.57	80.78	84.11	83.62	80.40	80.53	84.69	80.67	80.68	80.68	81.11	81.04	80.66	81.07	83.25	80.34	95.68	80.16	80.13	80.30	80.20	79.92	79.93	80.18	80.30	80.28	80.74	80.22	80.17	80.01	79.92	79.92	98.92	95.87	86.67	79.84	80.15	84.51	84.66	84.67	84.44	84.53	92.64	84.61	84.23	84.56	84.51	84.43	84.50	84.44	84.45	84.46	84.21	84.31	84.27	84.65	84.87	91.28	90.95	91.06	91.09	91.01	90.97	90.85	91.08	91.10	90.86	91.12	91.22	91.10	91.13	91.17	91.02	91.26	91.22	91.19	91.18	99.81	99.12	99.80	95.38	99.30	99.06	99.08	95.51	99.15	99.11	99.23	99.08	99.23	98.97	99.29	99.49	99.49	99.77	100	99.40	99.53	99.14	99.38	98.01	99.24	99.19	99.77	99.29	98.48	99.16	99.44	99.02	99.55	99.11	99.13	98.83	98.73	99.25	99.22	99.50	99.21	99.22	99.28	99.23	99.39	99.81	99.46	99.00	91.14	85.70	80.48	84.75	84.69	84.45	80.01	80.40	80.03	80.02	95.62	80.31	84.53	86.34	80.16
Sinorhizobium_meliloti_BO21CC	79.84	79.98	80.27	80.30	80.22	80.34	80.16	80.03	83.19	86.42	86.36	86.36	86.42	86.38	86.36	84.81	80.42	84.58	80.72	84.28	83.57	80.30	80.38	84.54	80.64	80.53	80.53	80.97	80.93	80.50	80.94	83.08	80.21	95.52	79.95	80.05	80.05	80.00	79.88	79.89	80.05	80.07	80.05	80.60	80.03	80.03	79.87	79.88	79.88	99.08	95.70	86.62	79.72	80.07	84.46	84.62	84.64	84.55	84.52	92.54	84.50	84.49	84.59	84.52	84.35	84.36	84.54	84.42	84.53	84.28	84.42	84.35	84.67	84.80	91.19	90.79	90.89	90.94	90.88	90.84	90.76	90.90	90.93	90.68	91.00	91.01	90.87	90.91	91.05	90.90	91.04	91.10	91.03	91.05	99.37	99.08	99.37	95.23	98.97	98.78	98.78	95.25	98.99	98.79	99.14	98.78	98.93	98.73	98.98	99.39	99.40	99.37	99.40	100	98.97	98.73	99.64	98.10	99.07	99.00	99.39	99.47	98.43	99.21	99.25	99.15	99.27	98.90	99.00	98.50	98.68	99.04	98.90	99.34	99.06	98.97	98.99	99.21	99.05	99.36	99.20	99.25	90.83	85.66	80.37	84.80	84.69	84.55	79.78	80.36	79.85	79.88	95.51	80.21	84.52	86.20	80.26
Sinorhizobium_meliloti_C0431A	79.94	79.95	80.28	80.29	80.15	80.19	80.19	80.03	82.82	86.19	85.99	86.00	86.09	86.10	86.15	84.41	80.22	84.37	80.56	83.92	83.12	80.20	80.21	84.50	80.42	80.32	80.36	80.98	80.92	80.32	80.86	82.91	80.13	95.31	80.06	80.19	80.04	80.08	79.76	79.75	79.96	80.03	80.03	80.54	80.00	80.05	79.89	79.75	79.75	98.56	95.44	86.24	79.74	79.87	84.31	84.47	84.50	84.24	84.31	92.28	84.09	83.95	84.16	84.08	84.15	84.00	84.15	84.01	84.18	83.94	84.03	84.05	84.45	84.51	91.03	90.63	90.79	90.89	90.80	90.67	90.65	90.81	90.88	90.61	90.93	91.01	90.83	90.87	90.91	90.79	90.99	90.87	90.98	91.00	99.24	99.10	99.25	94.93	98.92	99.02	98.97	95.05	98.93	99.10	98.96	98.84	98.83	98.95	98.90	99.15	99.03	99.75	99.53	98.97	100	98.99	99.03	97.64	99.04	98.86	99.75	98.97	98.10	99.14	99.11	98.63	99.09	98.87	98.83	98.38	98.41	98.90	98.85	99.08	98.98	98.83	98.94	98.79	99.05	99.22	99.18	98.64	90.80	85.39	80.31	84.45	84.46	84.24	79.84	80.13	79.91	79.81	95.30	80.21	84.40	85.91	79.93
Sinorhizobium_meliloti_C0438LL	80.05	80.11	80.42	80.47	80.31	80.38	80.42	80.24	83.02	86.37	86.24	86.28	86.33	86.33	86.30	84.61	80.45	84.66	80.82	83.96	83.31	80.42	80.53	84.52	80.80	80.63	80.63	81.09	80.98	80.60	81.02	83.07	80.22	95.39	80.17	80.23	80.13	80.15	80.01	80.02	80.11	80.17	80.11	80.77	80.02	80.26	80.01	80.01	80.03	98.42	95.70	86.49	79.89	80.32	84.59	84.59	84.62	84.49	84.48	92.56	84.30	84.37	84.49	84.20	84.37	83.97	84.29	84.21	84.21	83.99	84.36	84.18	84.47	84.59	91.04	90.63	90.76	90.82	90.77	90.66	90.75	90.89	90.85	90.54	90.96	91.03	90.91	90.92	91.08	90.74	91.10	91.01	90.93	90.91	99.10	98.69	99.09	95.03	99.53	99.47	99.47	95.06	99.53	99.14	98.97	98.98	99.22	99.04	98.97	99.27	99.28	99.10	99.14	98.73	98.99	100	98.98	98.03	99.22	99.09	99.12	98.95	98.23	98.82	98.94	98.45	99.16	99.13	98.86	98.25	98.39	99.58	99.07	99.25	98.65	99.57	99.43	98.82	99.33	99.10	99.12	98.58	90.56	85.63	80.48	84.44	84.65	84.49	80.01	80.43	80.14	80.10	95.30	80.42	84.51	85.98	80.24
Sinorhizobium_meliloti_CCMM_B554_FSM_MA	79.92	80.11	80.31	80.48	80.37	80.44	80.25	80.04	83.10	86.46	86.36	86.41	86.33	86.39	86.50	84.71	80.48	84.64	80.84	84.21	83.56	80.45	80.59	84.63	80.72	80.73	80.74	81.02	80.96	80.71	80.98	83.22	80.28	95.63	80.13	80.13	80.20	80.13	79.91	79.94	80.12	80.23	80.20	80.82	80.17	80.07	79.98	79.93	79.91	99.14	95.86	86.70	79.90	80.15	84.52	84.77	84.79	84.56	84.59	92.52	84.51	84.49	84.52	84.53	84.45	84.38	84.44	84.64	84.53	84.37	84.45	84.30	84.70	84.88	91.30	90.89	91.00	90.97	90.95	90.90	90.81	90.97	91.06	90.79	91.02	91.17	90.97	91.06	91.21	90.98	91.14	91.14	91.09	91.11	99.38	99.18	99.36	95.30	99.17	98.93	98.93	95.39	99.19	99.00	99.08	98.97	99.09	98.82	99.16	99.37	99.41	99.41	99.38	99.64	99.03	98.98	100	98.16	99.18	99.12	99.42	99.39	98.38	99.42	99.40	99.15	99.34	98.95	99.07	98.69	98.79	99.13	99.04	99.35	99.26	99.15	99.17	99.28	99.20	99.35	99.33	99.18	91.04	85.79	80.52	84.70	84.78	84.54	79.96	80.49	80.00	80.05	95.55	80.42	84.59	86.45	80.35
Sinorhizobium_meliloti_CCNWSX0020	79.87	80.06	80.33	80.49	80.21	80.29	80.30	80.08	82.95	86.39	86.28	86.22	86.17	86.26	86.42	84.62	80.41	84.67	80.62	84.36	83.39	80.25	80.48	84.50	80.57	80.56	80.56	80.89	80.81	80.56	80.84	83.02	80.30	95.49	80.10	80.14	80.04	79.98	79.93	79.94	80.01	80.06	80.03	80.60	79.98	80.08	80.03	79.95	79.93	98.15	95.64	86.47	79.85	80.24	84.35	84.59	84.62	84.48	84.43	92.65	84.56	84.41	84.46	84.41	84.43	84.33	84.39	84.60	84.24	84.24	84.19	84.33	84.65	84.63	91.04	90.76	90.81	90.84	90.79	90.77	90.63	90.81	90.93	90.60	90.89	91.05	90.78	90.93	91.06	90.73	91.04	91.02	90.98	90.97	98.09	97.70	98.11	95.21	98.08	97.85	97.83	95.50	98.08	97.76	98.02	98.16	98.03	97.47	98.17	98.28	98.23	98.05	98.01	98.10	97.64	98.03	98.16	100	97.94	98.02	98.06	98.19	97.91	97.97	98.18	98.07	98.04	98.09	98.18	97.74	97.97	98.16	98.19	98.11	98.06	98.18	98.08	98.12	98.03	98.10	98.00	98.09	90.98	85.74	80.50	84.64	84.65	84.48	79.95	80.38	79.94	79.99	95.40	80.42	84.43	86.22	80.22
Sinorhizobium_meliloti_CIAM1775	80.15	80.19	80.48	80.53	80.49	80.49	80.40	80.24	83.15	86.34	86.34	86.28	86.28	86.39	86.30	84.73	80.56	84.54	80.77	84.15	83.54	80.53	80.69	84.61	80.72	80.73	80.72	81.15	81.04	80.70	81.04	83.18	80.38	95.51	80.21	80.26	80.26	80.29	80.05	80.07	80.23	80.27	80.24	80.87	80.24	80.30	80.10	80.06	80.04	98.73	95.85	86.51	79.96	80.25	84.44	84.58	84.59	84.52	84.56	92.61	84.53	84.27	84.42	84.40	84.30	84.37	84.36	84.46	84.45	84.15	84.37	84.27	84.57	84.69	91.00	90.71	90.84	90.83	90.77	90.72	90.63	90.85	90.84	90.62	90.92	90.99	90.86	90.89	90.98	90.78	90.97	91.01	90.99	90.93	99.23	98.84	99.21	95.33	99.32	99.03	99.08	95.41	99.31	99.55	99.19	99.22	99.49	99.57	99.20	99.36	99.33	99.29	99.24	99.07	99.04	99.22	99.18	97.94	100	99.14	99.33	99.06	98.43	98.79	99.14	98.72	99.17	99.10	98.92	98.58	98.64	99.37	99.25	99.30	98.97	99.36	99.37	99.12	99.41	99.23	99.30	98.74	90.88	85.68	80.64	84.65	84.64	84.52	80.12	80.48	80.18	80.18	95.48	80.47	84.57	86.16	80.28
Sinorhizobium_meliloti_CXM1_105	80.07	80.09	80.43	80.52	80.42	80.47	80.28	80.16	83.14	86.55	86.39	86.41	86.46	86.39	86.56	84.68	80.50	84.77	80.79	84.31	83.50	80.45	80.53	84.64	80.82	80.71	80.71	81.09	81.06	80.68	81.08	83.31	80.38	95.66	80.23	80.20	80.29	80.34	80.00	80.01	80.22	80.35	80.30	80.81	80.25	80.18	79.99	80.00	79.98	98.76	95.83	86.75	79.91	80.25	84.56	84.69	84.70	84.50	84.61	92.53	84.53	84.48	84.63	84.45	84.57	84.38	84.42	84.47	84.54	84.32	84.36	84.41	84.65	84.91	91.15	90.78	90.87	91.02	90.88	90.79	90.87	91.01	90.97	90.64	91.13	91.20	91.06	91.07	91.23	90.90	91.15	91.20	91.10	91.10	99.24	98.71	99.25	95.22	99.21	99.08	98.98	95.36	99.09	98.98	99.05	99.04	99.17	99.02	99.13	99.44	99.42	99.19	99.19	99.00	98.86	99.09	99.12	98.02	99.14	100	99.21	99.03	98.49	98.88	99.07	98.77	99.30	99.16	98.99	98.48	98.53	99.30	99.28	99.35	98.91	99.31	99.18	98.99	99.28	99.23	99.06	98.82	90.94	85.79	80.59	84.64	84.83	84.47	80.03	80.47	80.04	80.10	95.50	80.31	84.61	86.40	80.32
Sinorhizobium_meliloti_DSM_23914	80.04	80.09	80.39	80.45	80.35	80.32	80.34	80.11	83.15	86.52	86.39	86.42	86.39	86.51	86.52	84.74	80.43	84.59	80.79	84.21	83.51	80.40	80.43	84.76	80.67	80.68	80.68	81.12	81.00	80.66	81.02	83.24	80.29	95.73	80.15	80.21	80.25	80.22	79.96	79.97	80.13	80.27	80.24	80.74	80.17	80.17	80.06	79.96	79.95	98.94	95.86	86.68	79.90	80.10	84.58	84.72	84.71	84.48	84.58	92.73	84.68	84.31	84.54	84.54	84.51	84.47	84.52	84.32	84.56	84.14	84.31	84.31	84.68	84.86	91.29	90.95	91.03	91.10	91.00	90.97	90.82	91.07	91.09	90.86	91.11	91.22	91.10	91.10	91.17	91.05	91.24	91.18	91.22	91.14	99.54	99.08	99.54	95.36	99.28	99.06	99.10	95.45	99.27	99.19	99.30	99.16	99.21	98.98	99.31	99.47	99.40	99.99	99.77	99.39	99.75	99.12	99.42	98.06	99.33	99.21	100	99.31	98.56	99.26	99.47	99.01	99.42	99.14	99.23	98.76	98.80	99.28	99.23	99.43	99.35	99.23	99.30	99.21	99.40	99.52	99.49	99.03	91.17	85.71	80.43	84.78	84.76	84.48	80.00	80.43	80.03	79.98	95.68	80.28	84.58	86.30	80.16
Sinorhizobium_meliloti_GR4	79.99	80.05	80.40	80.34	80.16	80.42	80.19	80.06	82.95	86.34	86.19	86.31	86.24	86.22	86.11	84.83	80.31	84.63	80.67	83.96	83.46	80.26	80.60	84.44	80.61	80.62	80.61	81.01	81.02	80.59	81.04	83.04	80.07	95.63	80.03	80.09	80.01	79.97	79.87	79.88	80.01	80.03	80.01	80.69	80.01	80.01	79.84	79.87	79.85	98.97	95.62	86.62	79.76	80.21	84.42	84.61	84.62	84.54	84.58	92.36	84.38	84.40	84.33	84.39	84.28	84.21	84.48	84.36	84.40	84.08	84.49	84.27	84.70	84.82	91.06	90.79	90.88	90.96	90.87	90.80	90.83	91.00	90.94	90.70	91.07	91.08	90.99	90.97	91.16	90.84	91.17	91.21	91.05	91.05	99.31	99.17	99.31	95.29	99.08	98.82	98.82	95.23	99.11	98.90	99.05	98.82	99.09	98.79	99.02	99.30	99.31	99.30	99.29	99.47	98.97	98.95	99.39	98.19	99.06	99.03	99.31	100	98.41	99.15	99.22	99.02	99.25	98.89	99.08	98.71	98.71	99.05	98.92	99.32	99.15	99.09	99.14	99.16	99.16	99.31	99.18	99.11	90.86	85.69	80.35	84.52	84.73	84.45	79.97	80.40	79.95	80.00	95.48	80.50	84.58	86.13	80.29
Sinorhizobium_meliloti_GVPV12	79.79	79.94	80.27	80.31	79.98	80.24	80.14	79.96	82.84	86.08	86.45	86.32	86.05	86.10	85.99	84.47	80.21	84.42	80.69	83.98	83.27	80.17	80.44	84.54	80.57	80.58	80.57	80.84	80.78	80.56	80.83	82.78	80.09	95.42	79.98	79.90	79.93	80.01	79.96	79.97	79.96	79.96	79.92	80.44	79.92	79.93	79.79	79.96	79.96	98.55	95.35	86.43	79.58	80.04	84.73	84.95	84.95	85.49	85.46	92.40	84.47	84.37	84.42	84.34	84.32	84.29	84.33	86.75	84.56	83.97	84.99	84.31	84.63	84.45	90.69	90.24	90.35	90.47	90.35	90.26	90.29	90.46	90.44	90.14	90.59	90.66	90.53	90.52	90.69	90.31	90.59	90.63	90.71	90.46	98.57	98.06	98.57	95.67	98.37	98.08	97.99	95.31	98.33	98.22	98.85	98.25	98.41	97.94	98.40	98.60	98.56	98.52	98.48	98.43	98.10	98.23	98.38	97.91	98.43	98.49	98.56	98.41	100	98.19	98.46	98.42	98.47	98.34	98.46	97.83	99.42	98.27	98.31	98.41	98.64	98.25	98.41	98.46	98.43	98.56	98.33	98.50	90.60	85.52	80.44	84.26	84.45	85.49	79.74	80.26	79.87	79.92	95.45	80.35	85.46	85.92	80.29
Sinorhizobium_meliloti_H1	79.95	80.04	80.41	80.37	80.23	80.26	80.26	80.14	83.03	86.17	86.06	86.02	86.11	85.95	86.13	84.66	80.45	84.58	80.77	84.07	83.48	80.34	80.47	84.39	80.72	80.60	80.60	81.01	80.92	80.57	80.94	82.94	80.20	95.42	79.99	80.23	80.02	79.97	79.99	79.97	79.99	80.02	80.01	80.66	80.03	80.08	80.07	79.97	79.97	98.90	95.46	86.35	79.76	80.10	84.38	84.60	84.58	84.41	84.36	92.23	84.36	84.33	84.34	84.35	84.11	84.12	84.25	84.38	84.33	83.96	84.32	84.17	84.49	84.68	91.13	90.73	90.85	90.95	90.77	90.75	90.84	90.94	90.91	90.57	91.02	91.16	90.98	91.00	91.13	90.91	91.09	91.06	91.08	91.18	99.20	99.04	99.19	94.93	98.85	98.89	98.92	94.93	98.98	98.88	98.91	98.75	98.73	98.73	98.85	99.20	99.15	99.26	99.16	99.21	99.14	98.82	99.42	97.97	98.79	98.88	99.26	99.15	98.19	100	99.31	98.90	99.13	98.77	98.85	98.41	98.43	98.90	98.79	99.19	99.05	98.86	98.89	99.07	98.99	99.18	99.04	99.00	90.82	85.65	80.43	84.45	84.70	84.38	79.97	80.50	79.93	79.98	95.41	80.21	84.36	86.11	80.33
Sinorhizobium_meliloti_HM006	79.86	79.98	80.29	80.39	80.30	80.40	80.23	80.05	83.02	86.40	86.37	86.39	86.50	86.54	86.54	84.68	80.29	84.64	80.79	84.24	83.33	80.36	80.61	84.60	80.49	80.51	80.51	80.90	80.98	80.49	80.99	83.17	80.23	95.68	80.06	80.19	80.12	80.04	79.79	79.80	79.97	80.14	80.11	80.80	80.06	80.09	80.00	79.80	79.78	99.04	95.76	86.68	79.75	80.13	84.50	84.77	84.78	84.47	84.40	92.49	84.52	84.39	84.50	84.39	84.33	84.30	84.33	84.49	84.48	84.35	84.40	84.30	84.70	84.79	91.22	90.85	90.98	91.08	90.95	90.93	90.80	91.03	91.05	90.75	91.10	91.21	91.02	91.07	91.28	91.02	91.14	91.05	91.19	91.16	99.31	99.10	99.33	95.47	99.11	98.89	98.89	95.41	99.11	98.95	99.22	98.99	99.10	98.77	99.06	99.32	99.38	99.50	99.44	99.25	99.11	98.94	99.40	98.18	99.14	99.07	99.47	99.22	98.46	99.31	100	99.03	99.45	98.92	99.08	98.58	98.69	99.14	99.04	99.47	99.28	99.06	99.14	99.37	99.23	99.31	99.16	99.15	91.12	85.77	80.45	84.56	84.79	84.40	79.94	80.47	79.87	80.03	95.57	80.34	84.40	86.35	80.31
Sinorhizobium_meliloti_KH35c	79.93	80.09	80.38	80.48	80.42	80.41	80.31	80.07	83.17	86.50	86.37	86.38	86.40	86.45	86.48	84.81	80.50	84.44	80.81	84.02	83.49	80.40	80.74	84.63	80.75	80.76	80.77	81.02	81.03	80.74	81.06	83.23	80.31	95.67	80.09	80.14	80.20	80.05	79.95	79.97	80.10	80.20	80.18	80.77	80.06	80.10	79.97	79.96	79.94	99.59	95.83	86.67	79.80	80.28	84.57	84.66	84.69	84.53	84.54	92.52	84.66	84.40	84.63	84.47	84.37	84.33	84.45	84.61	84.61	84.35	84.47	84.26	84.63	84.83	91.22	90.91	91.00	90.96	90.99	90.96	90.81	91.05	91.06	90.78	91.05	91.15	91.04	91.01	91.19	90.92	91.16	91.12	91.20	91.21	98.95	98.70	98.95	95.44	98.67	98.41	98.45	95.38	98.74	98.57	98.87	98.62	98.69	98.31	98.65	98.93	98.93	99.02	99.02	99.15	98.63	98.45	99.15	98.07	98.72	98.77	99.01	99.02	98.42	98.90	99.03	100	98.85	98.68	98.68	98.36	98.69	98.68	98.63	98.89	98.93	98.65	98.71	98.88	98.71	98.95	98.75	99.64	91.04	85.86	80.58	84.68	84.82	84.53	79.88	80.48	79.93	79.96	95.63	80.41	84.54	86.43	80.45
Sinorhizobium_meliloti_KH46	80.04	80.15	80.32	80.43	80.39	80.39	80.33	80.12	83.14	86.43	86.18	86.34	86.30	86.30	86.42	84.52	80.37	84.64	80.64	84.22	83.42	80.38	80.47	84.43	80.71	80.57	80.57	80.99	81.00	80.55	81.03	83.31	80.28	95.64	80.21	80.18	80.26	80.30	79.90	79.94	80.22	80.26	80.24	80.76	80.04	80.14	79.99	79.93	79.88	98.83	95.74	86.63	79.76	80.20	84.53	84.61	84.63	84.41	84.47	92.59	84.49	84.50	84.57	84.34	84.50	84.30	84.23	84.44	84.49	84.21	84.28	84.28	84.45	84.83	91.12	90.81	90.83	91.10	90.82	90.77	90.85	90.98	90.86	90.63	91.12	91.19	90.94	91.05	91.16	90.89	91.19	91.19	91.08	91.14	99.39	98.94	99.42	95.14	99.22	99.11	99.08	95.42	99.31	99.22	99.16	99.14	99.26	99.09	99.19	99.58	99.54	99.55	99.55	99.27	99.09	99.16	99.34	98.04	99.17	99.30	99.42	99.25	98.47	99.13	99.45	98.85	100	99.20	99.08	98.68	98.60	99.25	99.27	99.57	99.06	99.27	99.28	99.14	99.36	99.41	99.40	98.92	91.02	85.69	80.48	84.57	84.77	84.41	79.99	80.38	80.01	80.06	95.52	80.17	84.47	86.27	80.22
Sinorhizobium_meliloti_L5_30	80.10	80.20	80.49	80.60	80.36	80.45	80.41	80.26	83.06	86.50	86.44	86.43	86.39	86.48	86.47	84.68	80.55	84.70	80.75	84.13	83.38	80.55	80.71	84.48	80.69	80.69	80.70	80.97	80.90	80.66	80.91	83.14	80.28	95.62	80.20	80.26	80.23	80.29	80.01	80.02	80.27	80.26	80.21	80.91	80.19	80.22	80.08	80.02	80.00	98.76	95.87	86.59	79.93	80.29	84.33	84.49	84.49	84.42	84.49	92.60	84.53	84.42	84.46	84.45	84.43	84.30	84.42	84.24	84.46	84.10	84.29	84.22	84.61	84.54	91.09	90.67	90.79	90.89	90.71	90.73	90.71	90.93	90.77	90.59	91.03	91.08	90.97	90.98	91.04	90.76	91.12	91.12	91.12	90.91	99.13	98.60	99.13	95.24	99.25	99.01	99.02	95.41	99.25	98.89	99.11	99.51	99.19	98.81	99.31	99.25	99.27	99.09	99.11	98.90	98.87	99.13	98.95	98.09	99.10	99.16	99.14	98.89	98.34	98.77	98.92	98.68	99.20	100	98.97	98.53	98.55	99.22	99.62	99.22	98.78	99.21	99.21	99.01	99.33	99.12	99.05	98.79	90.91	85.74	80.49	84.55	84.62	84.42	80.15	80.63	80.20	80.17	95.64	80.43	84.51	86.28	80.27
Sinorhizobium_meliloti_M162	80.07	80.29	80.49	80.64	80.51	80.55	80.41	80.29	83.10	86.46	86.37	86.41	86.43	86.44	86.44	84.42	80.73	84.51	80.80	84.15	83.23	80.61	80.75	84.41	80.78	80.68	80.68	81.01	80.92	80.66	80.94	83.26	80.48	95.69	80.31	80.27	80.37	80.37	80.13	80.15	80.33	80.37	80.36	80.95	80.33	80.31	80.16	80.14	80.11	98.66	95.88	86.67	79.99	80.21	84.42	84.55	84.54	84.52	84.49	92.49	84.63	84.63	84.58	84.54	84.64	84.44	84.36	84.58	84.50	84.09	84.41	84.43	84.68	84.65	90.91	90.54	90.67	90.88	90.61	90.63	90.66	90.88	90.70	90.51	90.95	91.00	90.88	90.90	91.06	90.65	91.04	91.00	90.98	90.96	99.18	98.60	99.15	95.37	99.06	98.81	98.82	95.50	99.03	98.73	99.06	98.87	98.87	98.56	99.06	99.22	99.26	99.21	99.13	99.00	98.83	98.86	99.07	98.18	98.92	98.99	99.23	99.08	98.46	98.85	99.08	98.68	99.08	98.97	100	99.08	98.55	98.98	98.92	99.07	98.90	99.03	99.02	98.99	99.05	99.17	99.00	98.63	90.82	85.65	80.63	84.64	84.65	84.45	80.08	80.54	80.15	80.12	95.70	80.61	84.49	86.36	80.36
